x,y,z
0.8,2,0.19000267
1,2,0.199222986
1.2,2,0.208989692
1.4,2,0.218756399
1.6,2,0.228523105
1.8,2,0.238289812
2,2,0.248056519
2.2,2,0.251522809
2.4,2,0.254989099
2.6,2,0.258455389
2.8,2,0.261921679
3,2,0.265387969
3.2,2,0.267688064
3.4,2,0.26998816
3.6,2,0.272288256
3.8,2,0.274588352
4,2,0.276888448
4.2,2,0.273284632
4.4,2,0.269680816
4.6,2,0.266077001
4.8,2,0.262473185
5,2,0.25886937
5.2,2,0.254873182
5.4,2,0.250876995
5.6,2,0.246880808
5.8,2,0.242884621
6,2,0.238888434
6.2,2,0.235473033
6.4,2,0.232057632
6.6,2,0.228642231
6.8,2,0.22522683
7,2,0.221811429
7.2,2,0.216674348
7.4,2,0.211537266
7.6,2,0.206400185
7.8,2,0.201263103
8,2,0.196126022
8.2,2,0.195582281
8.4,2,0.195038541
8.6,2,0.194494801
8.8,2,0.193951061
9,2,0.193407321
9.2,2,0.195901006
9.4,2,0.198394692
9.6,2,0.200888378
9.8,2,0.203382063
10,2,0.205875749
10.2,2,0.212512942
10.4,2,0.219150134
10.6,2,0.225787327
10.8,2,0.232424519
11,2,0.239061712
11.2,2,0.244292659
11.4,2,0.249523606
11.6,2,0.254754552
11.8,2,0.259985499
12,2,0.265216446
12.2,2,0.270579924
12.4,2,0.275943402
12.6,2,0.281306879
12.8,2,0.286670357
13,2,0.292033835
13.2,2,0.291551612
13.4,2,0.291069389
13.6,2,0.290587165
13.8,2,0.290104942
14,2,0.289622719
14.2,2,0.284551591
14.4,2,0.279480463
14.6,2,0.274409335
14.8,2,0.269338207
15,2,0.264267079
15.2,2,0.260305427
15.4,2,0.256343776
15.6,2,0.252382125
15.8,2,0.248420474
16,2,0
0,2.2,0.169384264
0.2,2.2,0.179366835
0.4,2.2,0.189349405
0.6,2.2,0.199331976
0.8,2.2,0.209314546
1,2.2,0.219297117
1.2,2.2,0.229843826
1.4,2.2,0.240390535
1.6,2.2,0.250937244
1.8,2.2,0.261483953
2,2.2,0.272030662
2.2,2.2,0.276143978
2.4,2.2,0.280257294
2.6,2.2,0.284370609
2.8,2.2,0.288483925
3,2.2,0.292597241
3.2,2.2,0.294970177
3.4,2.2,0.297343113
3.6,2.2,0.299716049
3.8,2.2,0.302088985
4,2.2,0.304461921
4.2,2.2,0.300476609
4.4,2.2,0.296491297
4.6,2.2,0.292505985
4.8,2.2,0.288520673
5,2.2,0.284535361
5.2,2.2,0.280299317
5.4,2.2,0.276063274
5.6,2.2,0.27182723
5.8,2.2,0.267591186
6,2.2,0.263355142
6.2,2.2,0.25951888
6.4,2.2,0.255682618
6.6,2.2,0.251846356
6.8,2.2,0.248010094
7,2.2,0.244173832
7.2,2.2,0.238706268
7.4,2.2,0.233238705
7.6,2.2,0.227771142
7.8,2.2,0.222303579
8,2.2,0.216836015
8.2,2.2,0.216373836
8.4,2.2,0.215911656
8.6,2.2,0.215449476
8.8,2.2,0.214987296
9,2.2,0.214525117
9.2,2.2,0.216827566
9.4,2.2,0.219130015
9.6,2.2,0.221432464
9.8,2.2,0.223734913
10,2.2,0.226037362
10.2,2.2,0.233346407
10.4,2.2,0.240655452
